TIME START: 1478652969.842
t 	1478652976.199	a		32.00
t 	1478652976.232	a		36.00
t 	1478652976.262	a		40.00
t 	1478652976.294	a		44.00
t 	1478652976.324	a		48.00
t 	1478652976.354	a		52.00
t 	1478652976.385	a		56.00
t 	1478652976.415	a		60.00
t 	1478652976.452	a		64.00
t 	1478652976.478	a		68.00
t 	1478652976.51	a		72.00
t 	1478652976.54	a		76.00
t 	1478652976.572	a		80.00
t 	1478652976.601	a		84.00
t 	1478652976.637	a		88.00
t 	1478652976.663	a		92.00
t 	1478652976.696	a		96.00
t 	1478652976.726	a		100.00
t 	1478652976.76	a		104.00
t 	1478652976.788	a		108.00
t 	1478652976.818	a		112.00
t 	1478652976.851	a		116.00
t 	1478652976.881	a		120.00
t 	1478652976.918	a		124.00
t 	1478652976.943	a		127.00
t 	1478652977.022	a		130.00
t 	1478652977.025	a		133.00
t 	1478652977.04	a		136.00
t 	1478652977.075	a		139.00
t 	1478652977.105	a		142.00
t 	1478652977.138	a		145.00
t 	1478652977.164	a		148.00
t 	1478652977.19	a		151.00
t 	1478652977.223	a		154.00
t 	1478652977.251	a		157.00
t 	1478652977.283	a		160.00
t 	1478652977.314	a		163.00
t 	1478652977.344	a		166.00
t 	1478652977.375	a		169.00
t 	1478652977.406	a		172.00
t 	1478652977.437	a		175.00
t 	1478652977.502	a		178.00
t 	1478652977.505	a		182.00
t 	1478652977.53	a		186.00
t 	1478652977.561	a		190.00
t 	1478652977.593	a		194.00
t 	1478652977.623	a		198.00
t 	1478652977.654	a		202.00
t 	1478652977.689	a		206.00
t 	1478652977.716	a		210.00
t 	1478652977.747	a		214.00
t 	1478652977.777	a		218.00
t 	1478652977.808	a		222.00
t 	1478652977.839	a		226.00
t 	1478652977.87	a		230.00
t 	1478652977.901	a		234.00
t 	1478652977.932	a		238.00
t 	1478652977.966	a		242.00
t 	1478652977.994	a		246.00
t 	1478652978.024	a		250.00
t 	1478652978.056	a		254.00
t 	1478652978.087	a		258.00
t 	1478652978.117	a		262.00
t 	1478652978.152	a		266.00
t 	1478652978.18	a		270.00
t 	1478652978.21	a		274.00
t 	1478652978.242	a		278.00
t 	1478652978.273	a		282.00
t 	1478652978.307	a		286.00
t 	1478652978.334	a		290.00
t 	1478652978.366	a		294.00
t 	1478652978.396	a		298.00
t 	1478652978.427	a		302.00
t 	1478652978.459	a		306.00
t 	1478652978.489	a		310.00
t 	1478652978.52	a		314.00
t 	1478652978.55	a		318.00
t 	1478652978.582	a		322.00
t 	1478652978.613	a		326.00
t 	1478652978.644	a		330.00
t 	1478652978.675	a		334.00
t 	1478652978.706	a		338.00
t 	1478652978.736	a		342.00
t 	1478652978.768	a		346.00
t 	1478652978.798	a		350.00
t 	1478652978.829	a		354.00
t 	1478652978.867	a		358.00
t 	1478652978.87	a		0.00
t 	1478652978.933	a		4.00
t 	1478652978.965	a		8.00
t 	1478652978.997	a		12.00
t 	1478652979.027	a		16.00
t 	1478652979.057	a		20.00
t 	1478652979.089	a		24.00
t 	1478652979.12	a		28.00
t 	1478652979.151	a		32.00
t 	1478652979.182	a		36.00
t 	1478652979.213	a		40.00
t 	1478652979.243	a		44.00
t 	1478652979.275	a		48.00
t 	1478652979.309	a		52.00
t 	1478652979.336	a		56.00
t 	1478652979.367	a		60.00
t 	1478652979.397	a		64.00
t 	1478652979.429	a		68.00
t 	1478652979.459	a		72.00
t 	1478652979.491	a		76.00
t 	1478652979.521	a		80.00
t 	1478652979.552	a		84.00
t 	1478652979.583	a		88.00
t 	1478652979.613	a		92.00
t 	1478652979.645	a		96.00
t 	1478652979.676	a		100.00
t 	1478652979.708	a		104.00
t 	1478652979.738	a		108.00
t 	1478652979.769	a		112.00
t 	1478652979.801	a		116.00
t 	1478652979.831	a		120.00
t 	1478652979.862	a		124.00
t 	1478652979.897	a		127.00
t 	1478652979.923	a		130.00
t 	1478652979.955	a		133.00
t 	1478652979.986	a		136.00
t 	1478652980.016	a		139.00
t 	1478652980.048	a		142.00
t 	1478652980.079	a		145.00
t 	1478652980.113	a		148.00
t 	1478652980.141	a		151.00
t 	1478652980.172	a		154.00
t 	1478652980.202	a		157.00
t 	1478652980.234	a		160.00
t 	1478652980.265	a		163.00
t 	1478652980.295	a		166.00
t 	1478652980.326	a		169.00
t 	1478652980.357	a		172.00
t 	1478652980.388	a		175.00
t 	1478652980.419	a		178.00
t 	1478652980.449	a		182.00
t 	1478652980.481	a		186.00
t 	1478652980.512	a		190.00
t 	1478652980.542	a		194.00
t 	1478652980.574	a		198.00
t 	1478652980.605	a		202.00
t 	1478652980.64	a		206.00
t 	1478652980.666	a		210.00
t 	1478652980.698	a		214.00
t 	1478652980.728	a		218.00
t 	1478652980.76	a		222.00
t 	1478652980.79	a		226.00
t 	1478652980.821	a		230.00
t 	1478652980.852	a		234.00
t 	1478652980.883	a		238.00
t 	1478652980.914	a		242.00
t 	1478652980.945	a		246.00
t 	1478652980.975	a		250.00
t 	1478652981.008	a		254.00
t 	1478652981.037	a		258.00
t 	1478652981.068	a		262.00
t 	1478652981.1	a		266.00
t 	1478652981.13	a		270.00
t 	1478652981.161	a		274.00
t 	1478652981.193	a		278.00
t 	1478652981.223	a		282.00
t 	1478652981.254	a		286.00
t 	1478652981.285	a		290.00
t 	1478652981.317	a		294.00
t 	1478652981.347	a		298.00
t 	1478652981.378	a		302.00
t 	1478652981.408	a		306.00
t 	1478652981.444	a		310.00
t 	1478652981.471	a		314.00
t 	1478652981.504	a		318.00
t 	1478652981.533	a		322.00
t 	1478652981.571	a		326.00
t 	1478652981.594	a		330.00
t 	1478652981.625	a		334.00
t 	1478652981.656	a		338.00
t 	1478652981.687	a		342.00
t 	1478652981.721	a		346.00
t 	1478652981.749	a		350.00
t 	1478652981.78	a		354.00
t 	1478652981.817	a		358.00
t 	1478652981.82	a		0.00
t 	1478652981.884	a		4.00
t 	1478652981.915	a		8.00
t 	1478652981.947	a		12.00
t 	1478652981.978	a		16.00
t 	1478652982.008	a		20.00
t 	1478652982.04	a		24.00
t 	1478652982.071	a		28.00
t 	1478652982.101	a		32.00
t 	1478652982.131	a		36.00
t 	1478652982.163	a		40.00
t 	1478652982.194	a		44.00
t 	1478652982.225	a		48.00
t 	1478652982.274	a		52.00
t 	1478652982.287	a		56.00
t 	1478652982.317	a		60.00
t 	1478652982.348	a		64.00
t 	1478652982.379	a		68.00
t 	1478652982.41	a		72.00
t 	1478652982.442	a		76.00
t 	1478652982.471	a		80.00
t 	1478652982.503	a		84.00
t 	1478652982.538	a		88.00
t 	1478652982.564	a		92.00
t 	1478652982.596	a		96.00
t 	1478652982.627	a		100.00
t 	1478652982.658	a		104.00
t 	1478652982.689	a		108.00
t 	1478652982.72	a		112.00
t 	1478652982.751	a		116.00
t 	1478652982.781	a		120.00
t 	1478652982.813	a		124.00
t 	1478652982.845	a		127.00
t 	1478652982.874	a		130.00
t 	1478652982.911	a		133.00
t 	1478652982.936	a		136.00
t 	1478652982.967	a		139.00
t 	1478652982.999	a		142.00
t 	1478652983.029	a		145.00
t 	1478652983.06	a		148.00
t 	1478652983.091	a		151.00
t 	1478652983.122	a		154.00
t 	1478652983.153	a		157.00
t 	1478652983.185	a		160.00
t 	1478652983.218	a		163.00
t 	1478652983.246	a		166.00
t 	1478652983.277	a		169.00
t 	1478652983.307	a		172.00
t 	1478652983.339	a		175.00
t 	1478652983.37	a		178.00
t 	1478652983.401	a		182.00
t 	1478652983.432	a		186.00
t 	1478652983.463	a		190.00
t 	1478652983.493	a		194.00
t 	1478652983.525	a		198.00
t 	1478652983.556	a		202.00
t 	1478652983.586	a		206.00
t 	1478652983.619	a		210.00
t 	1478652983.647	a		214.00
t 	1478652983.68	a		218.00
t 	1478652983.71	a		222.00
t 	1478652983.74	a		226.00
t 	1478652983.772	a		230.00
t 	1478652983.805	a		234.00
t 	1478652983.833	a		238.00
t 	1478652983.865	a		242.00
t 	1478652983.895	a		246.00
t 	1478652983.926	a		250.00
t 	1478652983.958	a		254.00
t 	1478652983.988	a		258.00
t 	1478652984.02	a		262.00
t 	1478652984.051	a		266.00
t 	1478652984.081	a		270.00
t 	1478652984.112	a		274.00
t 	1478652984.143	a		278.00
t 	1478652984.173	a		282.00
t 	1478652984.205	a		286.00
t 	1478652984.235	a		290.00
t 	1478652984.266	a		294.00
t 	1478652984.304	a		298.00
t 	1478652984.328	a		302.00
t 	1478652984.36	a		306.00
t 	1478652984.391	a		310.00
t 	1478652984.421	a		314.00
t 	1478652984.452	a		318.00
t 	1478652984.484	a		322.00
t 	1478652984.514	a		326.00
t 	1478652984.545	a		330.00
t 	1478652984.576	a		334.00
t 	1478652984.606	a		338.00
t 	1478652984.638	a		342.00
t 	1478652984.673	a		346.00
t 	1478652984.699	a		350.00
t 	1478652984.731	a		354.00
t 	1478652984.767	a		358.00
t 	1478652984.769	a		0.00
t 	1478652984.835	a		4.00
t 	1478652984.868	a		8.00
t 	1478652984.899	a		12.00
t 	1478652984.929	a		16.00
t 	1478652984.96	a		20.00
t 	1478652984.99	a		24.00
t 	1478652985.021	a		28.00
t 	1478652985.053	a		32.00
t 	1478652985.084	a		36.00
t 	1478652985.113	a		40.00
t 	1478652985.145	a		44.00
t 	1478652985.175	a		48.00
t 	1478652985.207	a		52.00
t 	1478652985.238	a		56.00
t 	1478652985.271	a		60.00
t 	1478652985.299	a		64.00
t 	1478652985.331	a		68.00
t 	1478652985.361	a		72.00
t 	1478652985.391	a		76.00
t 	1478652985.422	a		80.00
t 	1478652985.454	a		84.00
t 	1478652985.484	a		88.00
t 	1478652985.515	a		92.00
t 	1478652985.545	a		96.00
t 	1478652985.58	a		100.00
t 	1478652985.609	a		104.00
t 	1478652985.64	a		108.00
t 	1478652985.671	a		112.00
t 	1478652985.701	a		116.00
t 	1478652985.735	a		120.00
t 	1478652985.764	a		124.00
t 	1478652985.795	a		127.00
t 	1478652985.825	a		130.00
t 	1478652985.859	a		133.00
t 	1478652985.889	a		136.00
t 	1478652985.918	a		139.00
t 	1478652985.949	a		142.00
t 	1478652985.98	a		145.00
t 	1478652986.011	a		148.00
t 	1478652986.042	a		151.00
t 	1478652986.072	a		154.00
t 	1478652986.104	a		157.00
t 	1478652986.134	a		160.00
t 	1478652986.165	a		163.00
t 	1478652986.197	a		166.00
t 	1478652986.227	a		169.00
t 	1478652986.262	a		172.00
t 	1478652986.29	a		175.00
t 	1478652986.322	a		178.00
t 	1478652986.351	a		182.00
t 	1478652986.383	a		186.00
t 	1478652986.413	a		190.00
t 	1478652986.444	a		194.00
t 	1478652986.477	a		198.00
t 	1478652986.506	a		202.00
t 	1478652986.537	a		206.00
t 	1478652986.568	a		210.00
t 	1478652986.599	a		214.00
t 	1478652986.631	a		218.00
t 	1478652986.661	a		222.00
t 	1478652986.691	a		226.00
t 	1478652986.723	a		230.00
t 	1478652986.753	a		234.00
t 	1478652986.784	a		238.00
t 	1478652986.816	a		242.00
t 	1478652986.846	a		246.00
t 	1478652986.878	a		250.00
t 	1478652986.908	a		254.00
t 	1478652986.939	a		258.00
t 	1478652986.97	a		262.00
t 	1478652987	a		266.00
t 	1478652987.031	a		270.00
t 	1478652987.063	a		274.00
t 	1478652987.093	a		278.00
t 	1478652987.124	a		282.00
t 	1478652987.156	a		286.00
t 	1478652987.186	a		290.00
t 	1478652987.218	a		294.00
t 	1478652987.277	a		298.00
t 	1478652987.282	a		302.00
t 	1478652987.31	a		306.00
t 	1478652987.341	a		310.00
t 	1478652987.372	a		314.00
t 	1478652987.403	a		318.00
t 	1478652987.434	a		322.00
t 	1478652987.464	a		326.00
t 	1478652987.496	a		330.00
t 	1478652987.527	a		334.00
t 	1478652987.561	a		338.00
t 	1478652987.589	a		342.00
t 	1478652987.621	a		346.00
t 	1478652987.65	a		350.00
t 	1478652987.682	a		354.00
t 	1478652987.719	a		358.00
t 	1478652987.721	a		0.00
t 	1478652987.786	a		4.00
t 	1478652987.816	a		8.00
t 	1478652987.849	a		12.00
t 	1478652987.88	a		16.00
t 	1478652987.91	a		20.00
t 	1478652987.94	a		24.00
t 	1478652987.971	a		28.00
t 	1478652988.009	a		32.00
t 	1478652988.033	a		36.00
t 	1478652988.064	a		40.00
t 	1478652988.096	a		44.00
t 	1478652988.126	a		48.00
t 	1478652988.161	a		52.00
t 	1478652988.187	a		56.00
t 	1478652988.219	a		60.00
t 	1478652988.25	a		64.00
t 	1478652988.28	a		68.00
t 	1478652988.312	a		72.00
t 	1478652988.342	a		76.00
t 	1478652988.373	a		80.00
t 	1478652988.405	a		84.00
t 	1478652988.435	a		88.00
t 	1478652988.466	a		92.00
t 	1478652988.496	a		96.00
t 	1478652988.529	a		100.00
t 	1478652988.559	a		104.00
t 	1478652988.591	a		108.00
t 	1478652988.622	a		112.00
t 	1478652988.652	a		116.00
t 	1478652988.683	a		120.00
t 	1478652988.716	a		124.00
t 	1478652988.745	a		127.00
t 	1478652988.776	a		130.00
t 	1478652988.808	a		133.00
t 	1478652988.837	a		136.00
t 	1478652988.872	a		139.00
t 	1478652988.9	a		142.00
t 	1478652988.932	a		145.00
t 	1478652988.962	a		148.00
t 	1478652988.992	a		151.00
t 	1478652989.025	a		154.00
t 	1478652989.055	a		157.00
t 	1478652989.085	a		160.00
t 	1478652989.116	a		163.00
t 	1478652989.147	a		166.00
t 	1478652989.178	a		169.00
t 	1478652989.209	a		172.00
t 	1478652989.241	a		175.00
t 	1478652989.271	a		178.00
t 	1478652989.305	a		182.00
t 	1478652989.334	a		186.00
t 	1478652989.365	a		190.00
t 	1478652989.396	a		194.00
t 	1478652989.425	a		198.00
t 	1478652989.457	a		202.00
t 	1478652989.488	a		206.00
t 	1478652989.518	a		210.00
t 	1478652989.549	a		214.00
t 	1478652989.581	a		218.00
t 	1478652989.611	a		222.00
t 	1478652989.642	a		226.00
t 	1478652989.673	a		230.00
t 	1478652989.709	a		234.00
t 	1478652989.735	a		238.00
t 	1478652989.765	a		242.00
t 	1478652989.797	a		246.00
t 	1478652989.828	a		250.00
t 	1478652989.858	a		254.00
t 	1478652989.89	a		258.00
t 	1478652989.925	a		262.00
t 	1478652989.951	a		266.00
t 	1478652989.982	a		270.00
t 	1478652990.012	a		274.00
t 	1478652990.044	a		278.00
t 	1478652990.075	a		282.00
t 	1478652990.106	a		286.00
t 	1478652990.137	a		290.00
t 	1478652990.168	a		294.00
t 	1478652990.198	a		298.00
t 	1478652990.23	a		302.00
t 	1478652990.261	a		306.00
t 	1478652990.291	a		310.00
t 	1478652990.323	a		314.00
t 	1478652990.358	a		318.00
t 	1478652990.384	a		322.00
t 	1478652990.415	a		326.00
t 	1478652990.447	a		330.00
t 	1478652990.477	a		334.00
t 	1478652990.509	a		338.00
t 	1478652990.54	a		342.00
t 	1478652990.57	a		346.00
t 	1478652990.602	a		350.00
t 	1478652990.634	a		354.00
t 	1478652990.669	a		358.00
t 	1478652990.671	a		0.00
t 	1478652990.736	a		4.00
t 	1478652990.768	a		8.00
t 	1478652990.799	a		12.00
t 	1478652990.829	a		16.00
t 	1478652990.861	a		20.00
t 	1478652990.891	a		24.00
t 	1478652990.924	a		28.00
t 	1478652990.954	a		32.00
t 	1478652990.984	a		36.00
t 	1478652991.015	a		40.00
t 	1478652991.046	a		44.00
t 	1478652991.077	a		48.00
t 	1478652991.107	a		52.00
t 	1478652991.138	a		56.00
t 	1478652991.174	a		60.00
t 	1478652991.2	a		64.00
t 	1478652991.231	a		68.00
t 	1478652991.261	a		72.00
t 	1478652991.292	a		76.00
t 	1478652991.328	a		80.00
t 	1478652991.354	a		84.00
t 	1478652991.386	a		88.00
t 	1478652991.417	a		92.00
t 	1478652991.447	a		96.00
t 	1478652991.479	a		100.00
t 	1478652991.51	a		104.00
t 	1478652991.541	a		108.00
t 	1478652991.571	a		112.00
t 	1478652991.603	a		116.00
t 	1478652991.634	a		120.00
t 	1478652991.664	a		124.00
t 	1478652991.695	a		127.00
t 	1478652991.727	a		130.00
t 	1478652991.758	a		133.00
t 	1478652991.789	a		136.00
t 	1478652991.82	a		139.00
t 	1478652991.855	a		142.00
t 	1478652991.882	a		145.00
t 	1478652991.911	a		148.00
t 	1478652991.943	a		151.00
t 	1478652991.974	a		154.00
t 	1478652992.005	a		157.00
t 	1478652992.036	a		160.00
t 	1478652992.068	a		163.00
t 	1478652992.097	a		166.00
t 	1478652992.129	a		169.00
t 	1478652992.16	a		172.00
t 	1478652992.19	a		175.00
t 	1478652992.221	a		178.00
t 	1478652992.254	a		182.00
t 	1478652992.283	a		186.00
t 	1478652992.315	a		190.00
t 	1478652992.346	a		194.00
t 	1478652992.376	a		198.00
t 	1478652992.407	a		202.00
t 	1478652992.439	a		206.00
t 	1478652992.469	a		210.00
t 	1478652992.539	a		214.00
t 	1478652992.543	a		218.00
t 	1478652992.564	a		222.00
t 	1478652992.593	a		226.00
t 	1478652992.623	a		230.00
t 	1478652992.654	a		234.00
t 	1478652992.685	a		238.00
t 	1478652992.716	a		242.00
t 	1478652992.747	a		246.00
t 	1478652992.778	a		250.00
t 	1478652992.809	a		254.00
t 	1478652992.84	a		258.00
t 	1478652992.87	a		262.00
t 	1478652992.902	a		266.00
t 	1478652992.933	a		270.00
t 	1478652992.963	a		274.00
t 	1478652992.996	a		278.00
t 	1478652993.026	a		282.00
t 	1478652993.056	a		286.00
t 	1478652993.087	a		290.00
t 	1478652993.119	a		294.00
t 	1478652993.149	a		298.00
t 	1478652993.181	a		302.00
t 	1478652993.211	a		306.00
t 	1478652993.242	a		310.00
t 	1478652993.276	a		314.00
t 	1478652993.304	a		318.00
t 	1478652993.335	a		322.00
t 	1478652993.366	a		326.00
t 	1478652993.396	a		330.00
t 	1478652993.428	a		334.00
t 	1478652993.459	a		338.00
t 	1478652993.489	a		342.00
t 	1478652993.521	a		346.00
t 	1478652993.552	a		350.00
t 	1478652993.582	a		354.00
t 	1478652993.62	a		358.00
t 	1478652993.622	a		0.00
t 	1478652993.686	a		4.00
t 	1478652993.717	a		8.00
t 	1478652993.754	a		12.00
t 	1478652993.781	a		16.00
t 	1478652993.811	a		20.00
t 	1478652993.842	a		24.00
t 	1478652993.873	a		28.00
t 	1478652993.903	a		32.00
t 	1478652993.935	a		36.00
t 	1478652993.966	a		40.00
t 	1478652993.996	a		44.00
t 	1478652994.029	a		48.00
t 	1478652994.058	a		52.00
t 	1478652994.089	a		56.00
t 	1478652994.12	a		60.00
t 	1478652994.151	a		64.00
t 	1478652994.182	a		68.00
t 	1478652994.212	a		72.00
t 	1478652994.248	a		76.00
t 	1478652994.273	a		80.00
t 	1478652994.305	a		84.00
t 	1478652994.336	a		88.00
t 	1478652994.367	a		92.00
t 	1478652994.398	a		96.00
t 	1478652994.429	a		100.00
t 	1478652994.465	a		104.00
t 	1478652994.494	a		108.00
t 	1478652994.522	a		112.00
t 	1478652994.553	a		116.00
t 	1478652994.584	a		120.00
t 	1478652994.62	a		124.00
t 	1478652994.647	a		127.00
t 	1478652994.682	a		130.00
t 	1478652994.708	a		133.00
t 	1478652994.739	a		136.00
t 	1478652994.771	a		139.00
t 	1478652994.801	a		142.00
t 	1478652994.832	a		145.00
t 	1478652994.862	a		148.00
t 	1478652994.895	a		151.00
t 	1478652994.925	a		154.00
t 	1478652994.955	a		157.00
t 	1478652994.987	a		160.00
t 	1478652995.017	a		163.00
t 	1478652995.048	a		166.00
t 	1478652995.079	a		169.00
t 	1478652995.111	a		172.00
t 	1478652995.141	a		175.00
t 	1478652995.172	a		178.00
t 	1478652995.204	a		182.00
t 	1478652995.234	a		186.00
t 	1478652995.265	a		190.00
t 	1478652995.295	a		194.00
t 	1478652995.331	a		198.00
t 	1478652995.358	a		202.00
t 	1478652995.39	a		206.00
t 	1478652995.42	a		210.00
t 	1478652995.451	a		214.00
t 	1478652995.481	a		218.00
t 	1478652995.512	a		222.00
t 	1478652995.548	a		226.00
t 	1478652995.574	a		230.00
t 	1478652995.605	a		234.00
t 	1478652995.635	a		238.00
t 	1478652995.667	a		242.00
t 	1478652995.701	a		246.00
t 	1478652995.729	a		250.00
t 	1478652995.76	a		254.00
t 	1478652995.79	a		258.00
t 	1478652995.821	a		262.00
t 	1478652995.855	a		266.00
t 	1478652995.883	a		270.00
t 	1478652995.914	a		274.00
t 	1478652995.946	a		278.00
t 	1478652995.976	a		282.00
t 	1478652996.008	a		286.00
t 	1478652996.038	a		290.00
t 	1478652996.068	a		294.00
t 	1478652996.1	a		298.00
t 	1478652996.131	a		302.00
t 	1478652996.165	a		306.00
t 	1478652996.193	a		310.00
t 	1478652996.224	a		314.00
t 	1478652996.254	a		318.00
t 	1478652996.286	a		322.00
t 	1478652996.317	a		326.00
t 	1478652996.347	a		330.00
t 	1478652996.379	a		334.00
t 	1478652996.409	a		338.00
t 	1478652996.443	a		342.00
t 	1478652996.471	a		346.00
t 	1478652996.502	a		350.00
t 	1478652996.533	a		354.00
t 	1478652996.571	a		358.00
t 	1478652996.573	a		0.00
t 	1478652996.637	a		4.00
t 	1478652996.668	a		8.00
t 	1478652996.7	a		12.00
t 	1478652996.731	a		16.00
t 	1478652996.762	a		20.00
t 	1478652996.792	a		24.00
t 	1478652996.824	a		28.00
t 	1478652996.854	a		32.00
t 	1478652996.886	a		36.00
t 	1478652996.915	a		40.00
t 	1478652996.947	a		44.00
t 	1478652996.978	a		48.00
t 	1478652997.009	a		52.00
t 	1478652997.04	a		56.00
t 	1478652997.07	a		60.00
t 	1478652997.101	a		64.00
t 	1478652997.133	a		68.00
